2018-05-31,133
2018-06-01,184
2018-06-02,142
2018-06-03,191
2018-06-04,225
2018-06-05,197
2018-06-06,227
2018-06-07,223
2018-06-08,198
2018-06-09,172
2018-06-10,193
2018-06-11,294
2018-06-12,246
2018-06-13,259
2018-06-14,212
2018-06-15,186
2018-06-16,165
2018-06-17,152
2018-06-18,246
2018-06-19,231
2018-06-20,217
2018-06-21,234
2018-06-22,179
2018-06-23,151
2018-06-24,199
2018-06-25,240
2018-06-26,242
2018-06-27,214
2018-06-28,243
2018-06-29,174
2018-06-30,124
2018-07-01,161
2018-07-02,195
2018-07-03,216
2018-07-04,256
2018-07-05,195
2018-07-06,121
2018-07-07,91
2018-07-08,122
2018-07-09,148
2018-07-10,132
2018-07-11,127
2018-07-12,121
2018-07-13,167
2018-07-14,148
2018-07-15,152
2018-07-16,245
2018-07-17,221
2018-07-18,305
2018-07-19,253
2018-07-20,249
2018-07-21,187
2018-07-22,215
2018-07-23,305
2018-07-24,270
2018-07-25,268
2018-07-26,247
2018-07-27,189
2018-07-28,175
2018-07-29,188
2018-07-30,284
2018-07-31,320
2018-08-01,310
2018-08-02,299
2018-08-03,314
2018-08-04,245
2018-08-05,276
2018-08-06,372
2018-08-07,366
2018-08-08,315
2018-08-09,283
2018-08-10,253
2018-08-11,186
2018-08-12,197
2018-08-13,288
2018-08-14,315
2018-08-15,285
2018-08-16,318
2018-08-17,255
2018-08-18,196
2018-08-19,204
2018-08-20,252
2018-08-21,239
2018-08-22,186
2018-08-23,142
2018-08-24,98
2018-08-25,69
2018-08-26,73
2018-08-27,66
2018-08-28,39
2018-08-29,11
2018-08-30,0
2018-08-31,0
2018-09-01,0
2018-09-02,0
2018-09-03,1
